geography,geography_label.value,industry,industry_label.value,ownercode,race_label.value,ethnicity,ethnicity_label.value,year,EmpS
24,Maryland,7115,"Independent Artists, Writers, and Performers",A05,White Alone,A0,All Ethnicities,2020,233
24,Maryland,7115,"Independent Artists, Writers, and Performers",A05,White Alone,A2,Hispanic or Latino,2020,7
24,Maryland,7115,"Independent Artists, Writers, and Performers",A05,Black or African American Alone,A0,All Ethnicities,2020,58
24,Maryland,7115,"Independent Artists, Writers, and Performers",A05,Black or African American Alone,A2,Hispanic or Latino,2020,
24,Maryland,0,All NAICS Sectors,A05,White Alone,A0,All Ethnicities,2020,1140416
24,Maryland,0,All NAICS Sectors,A05,White Alone,A2,Hispanic or Latino,2020,125971
24,Maryland,0,All NAICS Sectors,A05,Black or African American Alone,A0,All Ethnicities,2020,465195
24,Maryland,0,All NAICS Sectors,A05,Black or African American Alone,A2,Hispanic or Latino,2020,14305
24,Maryland,4883,Support Activities for Water Transportation,A05,All Races,A0,All Ethnicities,2021,4752
24,Maryland,4883,Support Activities for Water Transportation,A05,All Races,A2,Hispanic or Latino,2021,102
24,Maryland,4883,Support Activities for Water Transportation,A05,White Alone,A0,All Ethnicities,2021,2702
24,Maryland,4883,Support Activities for Water Transportation,A05,White Alone,A2,Hispanic or Latino,2021,64
24,Maryland,4883,Support Activities for Water Transportation,A05,Black or African American Alone,A0,All Ethnicities,2021,1920
24,Maryland,4883,Support Activities for Water Transportation,A05,Black or African American Alone,A2,Hispanic or Latino,2021,23
24,Maryland,4931,Warehousing and Storage,A05,All Races,A0,All Ethnicities,2021,10764
24,Maryland,4931,Warehousing and Storage,A05,All Races,A2,Hispanic or Latino,2021,834
24,Maryland,4931,Warehousing and Storage,A05,White Alone,A0,All Ethnicities,2021,5597
24,Maryland,4931,Warehousing and Storage,A05,White Alone,A2,Hispanic or Latino,2021,635
24,Maryland,4931,Warehousing and Storage,A05,Black or African American Alone,A0,All Ethnicities,2021,4207
24,Maryland,4931,Warehousing and Storage,A05,Black or African American Alone,A2,Hispanic or Latino,2021,97
24,Maryland,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Races,A0,All Ethnicities,2021,1538
24,Maryland,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Races,A2,Hispanic or Latino,2021,70
24,Maryland,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,White Alone,A0,All Ethnicities,2021,1136
24,Maryland,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,White Alone,A2,Hispanic or Latino,2021,61
24,Maryland,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,Black or African American Alone,A0,All Ethnicities,2021,313
24,Maryland,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,Black or African American Alone,A2,Hispanic or Latino,2021,5
24,Maryland,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Races,A0,All Ethnicities,2021,3162
24,Maryland,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Races,A2,Hispanic or Latino,2021,159
24,Maryland,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,White Alone,A0,All Ethnicities,2021,2005
24,Maryland,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,White Alone,A2,Hispanic or Latino,2021,119
24,Maryland,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,Black or African American Alone,A0,All Ethnicities,2021,570
24,Maryland,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,Black or African American Alone,A2,Hispanic or Latino,2021,15
24,Maryland,5415,Computer Systems Design and Related Services,A05,All Races,A0,All Ethnicities,2021,73294
24,Maryland,5415,Computer Systems Design and Related Services,A05,All Races,A2,Hispanic or Latino,2021,3771
24,Maryland,5415,Computer Systems Design and Related Services,A05,White Alone,A0,All Ethnicities,2021,44248
24,Maryland,5415,Computer Systems Design and Related Services,A05,White Alone,A2,Hispanic or Latino,2021,2855
24,Maryland,5415,Computer Systems Design and Related Services,A05,Black or African American Alone,A0,All Ethnicities,2021,15272
24,Maryland,5415,Computer Systems Design and Related Services,A05,Black or African American Alone,A2,Hispanic or Latino,2021,404
24,Maryland,5416,"Management, Scientific, and Technical Consulting Services",A05,All Races,A0,All Ethnicities,2021,42202
24,Maryland,5416,"Management, Scientific, and Technical Consulting Services",A05,All Races,A2,Hispanic or Latino,2021,2597
24,Maryland,5416,"Management, Scientific, and Technical Consulting Services",A05,White Alone,A0,All Ethnicities,2021,27299
24,Maryland,5416,"Management, Scientific, and Technical Consulting Services",A05,White Alone,A2,Hispanic or Latino,2021,2067
24,Maryland,5416,"Management, Scientific, and Technical Consulting Services",A05,Black or African American Alone,A0,All Ethnicities,2021,9191
24,Maryland,5416,"Management, Scientific, and Technical Consulting Services",A05,Black or African American Alone,A2,Hispanic or Latino,2021,246
24,Maryland,5417,Scientific Research and Development Services,A05,All Races,A0,All Ethnicities,2021,38620
24,Maryland,5417,Scientific Research and Development Services,A05,All Races,A2,Hispanic or Latino,2021,2446
24,Maryland,5417,Scientific Research and Development Services,A05,White Alone,A0,All Ethnicities,2021,25563
24,Maryland,5417,Scientific Research and Development Services,A05,White Alone,A2,Hispanic or Latino,2021,1970
24,Maryland,5417,Scientific Research and Development Services,A05,Black or African American Alone,A0,All Ethnicities,2021,6265
24,Maryland,5417,Scientific Research and Development Services,A05,Black or African American Alone,A2,Hispanic or Latino,2021,205
24,Maryland,5419,"Other Professional, Scientific, and Technical Services",A05,All Races,A0,All Ethnicities,2021,13558
24,Maryland,5419,"Other Professional, Scientific, and Technical Services",A05,All Races,A2,Hispanic or Latino,2021,902
24,Maryland,5419,"Other Professional, Scientific, and Technical Services",A05,White Alone,A0,All Ethnicities,2021,10312
24,Maryland,5419,"Other Professional, Scientific, and Technical Services",A05,White Alone,A2,Hispanic or Latino,2021,728
24,Maryland,5419,"Other Professional, Scientific, and Technical Services",A05,Black or African American Alone,A0,All Ethnicities,2021,2039
24,Maryland,5419,"Other Professional, Scientific, and Technical Services",A05,Black or African American Alone,A2,Hispanic or Latino,2021,78
24,Maryland,7111,Performing Arts Companies,A05,All Races,A0,All Ethnicities,2021,1518
24,Maryland,7111,Performing Arts Companies,A05,All Races,A2,Hispanic or Latino,2021,111
24,Maryland,7111,Performing Arts Companies,A05,White Alone,A0,All Ethnicities,2021,1147
24,Maryland,7111,Performing Arts Companies,A05,White Alone,A2,Hispanic or Latino,2021,87
24,Maryland,7111,Performing Arts Companies,A05,Black or African American Alone,A0,All Ethnicities,2021,237
24,Maryland,7111,Performing Arts Companies,A05,Black or African American Alone,A2,Hispanic or Latino,2021,7
24,Maryland,7115,"Independent Artists, Writers, and Performers",A05,All Races,A0,All Ethnicities,2021,410
24,Maryland,7115,"Independent Artists, Writers, and Performers",A05,All Races,A2,Hispanic or Latino,2021,23
24,Maryland,7115,"Independent Artists, Writers, and Performers",A05,White Alone,A0,All Ethnicities,2021,307
24,Maryland,7115,"Independent Artists, Writers, and Performers",A05,White Alone,A2,Hispanic or Latino,2021,16
24,Maryland,7115,"Independent Artists, Writers, and Performers",A05,Black or African American Alone,A0,All Ethnicities,2021,72
24,Maryland,7115,"Independent Artists, Writers, and Performers",A05,Black or African American Alone,A2,Hispanic or Latino,2021,
24,Maryland,0,All NAICS Sectors,A05,All Races,A0,All Ethnicities,2021,1800695
24,Maryland,0,All NAICS Sectors,A05,All Races,A2,Hispanic or Latino,2021,163985
24,Maryland,0,All NAICS Sectors,A05,White Alone,A0,All Ethnicities,2021,1143053
24,Maryland,0,All NAICS Sectors,A05,White Alone,A2,Hispanic or Latino,2021,131516
24,Maryland,0,All NAICS Sectors,A05,Black or African American Alone,A0,All Ethnicities,2021,469115
24,Maryland,0,All NAICS Sectors,A05,Black or African American Alone,A2,Hispanic or Latino,2021,14798
24,Maryland,4883,Support Activities for Water Transportation,A05,All Races,A0,All Ethnicities,2022,
24,Maryland,4883,Support Activities for Water Transportation,A05,All Races,A2,Hispanic or Latino,2022,
24,Maryland,4883,Support Activities for Water Transportation,A05,White Alone,A0,All Ethnicities,2022,
24,Maryland,4883,Support Activities for Water Transportation,A05,White Alone,A2,Hispanic or Latino,2022,
24,Maryland,4883,Support Activities for Water Transportation,A05,Black or African American Alone,A0,All Ethnicities,2022,
24,Maryland,4883,Support Activities for Water Transportation,A05,Black or African American Alone,A2,Hispanic or Latino,2022,
24,Maryland,4931,Warehousing and Storage,A05,All Races,A0,All Ethnicities,2022,
24,Maryland,4931,Warehousing and Storage,A05,All Races,A2,Hispanic or Latino,2022,
24,Maryland,4931,Warehousing and Storage,A05,White Alone,A0,All Ethnicities,2022,
24,Maryland,4931,Warehousing and Storage,A05,White Alone,A2,Hispanic or Latino,2022,
24,Maryland,4931,Warehousing and Storage,A05,Black or African American Alone,A0,All Ethnicities,2022,
24,Maryland,4931,Warehousing and Storage,A05,Black or African American Alone,A2,Hispanic or Latino,2022,
24,Maryland,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Races,A0,All Ethnicities,2022,
24,Maryland,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Races,A2,Hispanic or Latino,2022,
24,Maryland,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,White Alone,A0,All Ethnicities,2022,
24,Maryland,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,White Alone,A2,Hispanic or Latino,2022,
24,Maryland,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,Black or African American Alone,A0,All Ethnicities,2022,
24,Maryland,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,Black or African American Alone,A2,Hispanic or Latino,2022,
24,Maryland,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Races,A0,All Ethnicities,2022,
24,Maryland,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Races,A2,Hispanic or Latino,2022,
24,Maryland,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,White Alone,A0,All Ethnicities,2022,
24,Maryland,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,White Alone,A2,Hispanic or Latino,2022,
24,Maryland,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,Black or African American Alone,A0,All Ethnicities,2022,
24,Maryland,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,Black or African American Alone,A2,Hispanic or Latino,2022,
24,Maryland,5415,Computer Systems Design and Related Services,A05,All Races,A0,All Ethnicities,2022,
24,Maryland,5415,Computer Systems Design and Related Services,A05,All Races,A2,Hispanic or Latino,2022,
24,Maryland,5415,Computer Systems Design and Related Services,A05,White Alone,A0,All Ethnicities,2022,
24,Maryland,5415,Computer Systems Design and Related Services,A05,White Alone,A2,Hispanic or Latino,2022,
24,Maryland,5415,Computer Systems Design and Related Services,A05,Black or African American Alone,A0,All Ethnicities,2022,
24,Maryland,5415,Computer Systems Design and Related Services,A05,Black or African American Alone,A2,Hispanic or Latino,2022,
24,Maryland,5416,"Management, Scientific, and Technical Consulting Services",A05,All Races,A0,All Ethnicities,2022,
24,Maryland,5416,"Management, Scientific, and Technical Consulting Services",A05,All Races,A2,Hispanic or Latino,2022,
24,Maryland,5416,"Management, Scientific, and Technical Consulting Services",A05,White Alone,A0,All Ethnicities,2022,
24,Maryland,5416,"Management, Scientific, and Technical Consulting Services",A05,White Alone,A2,Hispanic or Latino,2022,
24,Maryland,5416,"Management, Scientific, and Technical Consulting Services",A05,Black or African American Alone,A0,All Ethnicities,2022,
24,Maryland,5416,"Management, Scientific, and Technical Consulting Services",A05,Black or African American Alone,A2,Hispanic or Latino,2022,
24,Maryland,5417,Scientific Research and Development Services,A05,All Races,A0,All Ethnicities,2022,
24,Maryland,5417,Scientific Research and Development Services,A05,All Races,A2,Hispanic or Latino,2022,
24,Maryland,5417,Scientific Research and Development Services,A05,White Alone,A0,All Ethnicities,2022,
24,Maryland,5417,Scientific Research and Development Services,A05,White Alone,A2,Hispanic or Latino,2022,
24,Maryland,5417,Scientific Research and Development Services,A05,Black or African American Alone,A0,All Ethnicities,2022,
24,Maryland,5417,Scientific Research and Development Services,A05,Black or African American Alone,A2,Hispanic or Latino,2022,
24,Maryland,5419,"Other Professional, Scientific, and Technical Services",A05,All Races,A0,All Ethnicities,2022,
24,Maryland,5419,"Other Professional, Scientific, and Technical Services",A05,All Races,A2,Hispanic or Latino,2022,
24,Maryland,5419,"Other Professional, Scientific, and Technical Services",A05,White Alone,A0,All Ethnicities,2022,
24,Maryland,5419,"Other Professional, Scientific, and Technical Services",A05,White Alone,A2,Hispanic or Latino,2022,
24,Maryland,5419,"Other Professional, Scientific, and Technical Services",A05,Black or African American Alone,A0,All Ethnicities,2022,
24,Maryland,5419,"Other Professional, Scientific, and Technical Services",A05,Black or African American Alone,A2,Hispanic or Latino,2022,
24,Maryland,7111,Performing Arts Companies,A05,All Races,A0,All Ethnicities,2022,
24,Maryland,7111,Performing Arts Companies,A05,All Races,A2,Hispanic or Latino,2022,
24,Maryland,7111,Performing Arts Companies,A05,White Alone,A0,All Ethnicities,2022,
24,Maryland,7111,Performing Arts Companies,A05,White Alone,A2,Hispanic or Latino,2022,
24,Maryland,7111,Performing Arts Companies,A05,Black or African American Alone,A0,All Ethnicities,2022,
24,Maryland,7111,Performing Arts Companies,A05,Black or African American Alone,A2,Hispanic or Latino,2022,
24,Maryland,7115,"Independent Artists, Writers, and Performers",A05,All Races,A0,All Ethnicities,2022,
24,Maryland,7115,"Independent Artists, Writers, and Performers",A05,All Races,A2,Hispanic or Latino,2022,
24,Maryland,7115,"Independent Artists, Writers, and Performers",A05,White Alone,A0,All Ethnicities,2022,
24,Maryland,7115,"Independent Artists, Writers, and Performers",A05,White Alone,A2,Hispanic or Latino,2022,
24,Maryland,7115,"Independent Artists, Writers, and Performers",A05,Black or African American Alone,A0,All Ethnicities,2022,
24,Maryland,7115,"Independent Artists, Writers, and Performers",A05,Black or African American Alone,A2,Hispanic or Latino,2022,
24,Maryland,0,All NAICS Sectors,A05,All Races,A0,All Ethnicities,2022,
24,Maryland,0,All NAICS Sectors,A05,All Races,A2,Hispanic or Latino,2022,
24,Maryland,0,All NAICS Sectors,A05,White Alone,A0,All Ethnicities,2022,
24,Maryland,0,All NAICS Sectors,A05,White Alone,A2,Hispanic or Latino,2022,
24,Maryland,0,All NAICS Sectors,A05,Black or African American Alone,A0,All Ethnicities,2022,
24,Maryland,0,All NAICS Sectors,A05,Black or African American Alone,A2,Hispanic or Latino,2022,
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,All Races,A0,All Ethnicities,2017,3880
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,All Races,A2,Hispanic or Latino,2017,62
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,White Alone,A0,All Ethnicities,2017,2165
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,White Alone,A2,Hispanic or Latino,2017,42
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,Black or African American Alone,A0,All Ethnicities,2017,1649
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,Black or African American Alone,A2,Hispanic or Latino,2017,11
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,All Races,A0,All Ethnicities,2017,11316
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,All Races,A2,Hispanic or Latino,2017,608
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,White Alone,A0,All Ethnicities,2017,5482
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,White Alone,A2,Hispanic or Latino,2017,435
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,Black or African American Alone,A0,All Ethnicities,2017,4746
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,Black or African American Alone,A2,Hispanic or Latino,2017,91
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Races,A0,All Ethnicities,2017,713
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Races,A2,Hispanic or Latino,2017,19
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,White Alone,A0,All Ethnicities,2017,551
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,White Alone,A2,Hispanic or Latino,2017,16
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,Black or African American Alone,A0,All Ethnicities,2017,101
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,Black or African American Alone,A2,Hispanic or Latino,2017,
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Races,A0,All Ethnicities,2017,1328
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Races,A2,Hispanic or Latino,2017,48
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,White Alone,A0,All Ethnicities,2017,927
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,White Alone,A2,Hispanic or Latino,2017,37
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,Black or African American Alone,A0,All Ethnicities,2017,240
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,Black or African American Alone,A2,Hispanic or Latino,2017,5
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,All Races,A0,All Ethnicities,2017,33453
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,All Races,A2,Hispanic or Latino,2017,1323
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,White Alone,A0,All Ethnicities,2017,21871
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,White Alone,A2,Hispanic or Latino,2017,992
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,Black or African American Alone,A0,All Ethnicities,2017,5555
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,Black or African American Alone,A2,Hispanic or Latino,2017,146
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,All Races,A0,All Ethnicities,2017,18200
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,All Races,A2,Hispanic or Latino,2017,776
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,White Alone,A0,All Ethnicities,2017,12846
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,White Alone,A2,Hispanic or Latino,2017,602
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,Black or African American Alone,A0,All Ethnicities,2017,3524
2412580,"Baltimore-Columbia-Towson, MD",5416,"Management, Scientific, and Technical Consulting Services",A05,Black or African American Alone,A2,Hispanic or Latino,2017,100
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,All Races,A0,All Ethnicities,2017,12216
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,All Races,A2,Hispanic or Latino,2017,441
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,White Alone,A0,All Ethnicities,2017,9352
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,White Alone,A2,Hispanic or Latino,2017,361
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,Black or African American Alone,A0,All Ethnicities,2017,1470
2412580,"Baltimore-Columbia-Towson, MD",5417,Scientific Research and Development Services,A05,Black or African American Alone,A2,Hispanic or Latino,2017,32
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,All Races,A0,All Ethnicities,2017,5909
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,All Races,A2,Hispanic or Latino,2017,245
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,White Alone,A0,All Ethnicities,2017,4783
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,White Alone,A2,Hispanic or Latino,2017,182
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,Black or African American Alone,A0,All Ethnicities,2017,730
2412580,"Baltimore-Columbia-Towson, MD",5419,"Other Professional, Scientific, and Technical Services",A05,Black or African American Alone,A2,Hispanic or Latino,2017,32
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,All Races,A0,All Ethnicities,2017,1194
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,All Races,A2,Hispanic or Latino,2017,63
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,White Alone,A0,All Ethnicities,2017,928
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,White Alone,A2,Hispanic or Latino,2017,51
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,Black or African American Alone,A0,All Ethnicities,2017,174
2412580,"Baltimore-Columbia-Towson, MD",7111,Performing Arts Companies,A05,Black or African American Alone,A2,Hispanic or Latino,2017,4
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,All Races,A0,All Ethnicities,2017,333
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,All Races,A2,Hispanic or Latino,2017,10
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,White Alone,A0,All Ethnicities,2017,242
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,White Alone,A2,Hispanic or Latino,2017,5
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,Black or African American Alone,A0,All Ethnicities,2017,76
2412580,"Baltimore-Columbia-Towson, MD",7115,"Independent Artists, Writers, and Performers",A05,Black or African American Alone,A2,Hispanic or Latino,2017,
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,All Races,A0,All Ethnicities,2017,1024661
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,All Races,A2,Hispanic or Latino,2017,59940
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,White Alone,A0,All Ethnicities,2017,656449
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,White Alone,A2,Hispanic or Latino,2017,46482
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,Black or African American Alone,A0,All Ethnicities,2017,279595
2412580,"Baltimore-Columbia-Towson, MD",0,All NAICS Sectors,A05,Black or African American Alone,A2,Hispanic or Latino,2017,6280
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,All Races,A0,All Ethnicities,2018,4064
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,All Races,A2,Hispanic or Latino,2018,67
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,White Alone,A0,All Ethnicities,2018,2289
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,White Alone,A2,Hispanic or Latino,2018,46
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,Black or African American Alone,A0,All Ethnicities,2018,1698
2412580,"Baltimore-Columbia-Towson, MD",4883,Support Activities for Water Transportation,A05,Black or African American Alone,A2,Hispanic or Latino,2018,12
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,All Races,A0,All Ethnicities,2018,13315
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,All Races,A2,Hispanic or Latino,2018,854
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,White Alone,A0,All Ethnicities,2018,6257
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,White Alone,A2,Hispanic or Latino,2018,613
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,Black or African American Alone,A0,All Ethnicities,2018,5762
2412580,"Baltimore-Columbia-Towson, MD",4931,Warehousing and Storage,A05,Black or African American Alone,A2,Hispanic or Latino,2018,129
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Races,A0,All Ethnicities,2018,476
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Races,A2,Hispanic or Latino,2018,16
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,White Alone,A0,All Ethnicities,2018,362
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,White Alone,A2,Hispanic or Latino,2018,13
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,Black or African American Alone,A0,All Ethnicities,2018,89
2412580,"Baltimore-Columbia-Towson, MD",5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,Black or African American Alone,A2,Hispanic or Latino,2018,
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Races,A0,All Ethnicities,2018,1086
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Races,A2,Hispanic or Latino,2018,35
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,White Alone,A0,All Ethnicities,2018,764
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,White Alone,A2,Hispanic or Latino,2018,28
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,Black or African American Alone,A0,All Ethnicities,2018,177
2412580,"Baltimore-Columbia-Towson, MD",5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,Black or African American Alone,A2,Hispanic or Latino,2018,3
2412580,"Baltimore-Columbia-Towson, MD",5415,Computer Systems Design and Related Services,A05,All Races,A0,All Ethnicities,2018,34338
