periodicity,periodicity_label.value,seasonadj,seasonadj_label.value,geo_level,geo_level_label.value,geography,geography_label.value,ind_level,industry,industry_label.value,ownercode,ownercode_label.value,sex,sex_label.value,agegrp,agegrp_label.value,race,race_label.value,ethnicity,ethnicity_label.value,education,education_label.value,firmage,firmage_label.value,firmsize,firmsize_label.value,year,quarter,EmpS,sEmpS
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,4931,Warehousing and Storage,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,1935,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,4931,Warehousing and Storage,A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,10341,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,4931,Warehousing and Storage,A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,1428,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,4931,Warehousing and Storage,A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,11840,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,4931,Warehousing and Storage,A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,273,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,1512,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,60,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,1111,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,52,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,319,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,4,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,3026,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,149,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,1928,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,114,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,546,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,10,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5415,Computer Systems Design and Related Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,73668,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5415,Computer Systems Design and Related Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,3616,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5415,Computer Systems Design and Related Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,44999,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5415,Computer Systems Design and Related Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,2735,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5415,Computer Systems Design and Related Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,14280,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5415,Computer Systems Design and Related Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,378,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5416,"Management, Scientific, and Technical Consulting Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,41241,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5416,"Management, Scientific, and Technical Consulting Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,2414,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5416,"Management, Scientific, and Technical Consulting Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,27318,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5416,"Management, Scientific, and Technical Consulting Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,1920,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5416,"Management, Scientific, and Technical Consulting Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,8542,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5416,"Management, Scientific, and Technical Consulting Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,223,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5417,Scientific Research and Development Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,36424,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5417,Scientific Research and Development Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,2148,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5417,Scientific Research and Development Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,24514,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5417,Scientific Research and Development Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,1738,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5417,Scientific Research and Development Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,5566,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5417,Scientific Research and Development Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,175,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5419,"Other Professional, Scientific, and Technical Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,11767,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5419,"Other Professional, Scientific, and Technical Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,734,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5419,"Other Professional, Scientific, and Technical Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,9382,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5419,"Other Professional, Scientific, and Technical Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,588,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5419,"Other Professional, Scientific, and Technical Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,1461,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5419,"Other Professional, Scientific, and Technical Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,74,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,7111,Performing Arts Companies,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,624,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,7111,Performing Arts Companies,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,37,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,7111,Performing Arts Companies,A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,510,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,7111,Performing Arts Companies,A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,30,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,7111,Performing Arts Companies,A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,69,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,7111,Performing Arts Companies,A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,3,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,7115,"Independent Artists, Writers, and Performers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,315,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,7115,"Independent Artists, Writers, and Performers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,12,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,7115,"Independent Artists, Writers, and Performers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,233,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,7115,"Independent Artists, Writers, and Performers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,7,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,7115,"Independent Artists, Writers, and Performers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,58,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,7115,"Independent Artists, Writers, and Performers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,,5
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,A,0,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,1140416,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,A,0,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,125971,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,A,0,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,465195,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,A,0,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,14305,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,4883,Support Activities for Water Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,4752,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,4883,Support Activities for Water Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,102,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,4883,Support Activities for Water Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,2702,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,4883,Support Activities for Water Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,64,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,4883,Support Activities for Water Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,1920,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,4883,Support Activities for Water Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,23,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,4931,Warehousing and Storage,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,10764,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,4931,Warehousing and Storage,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,834,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,4931,Warehousing and Storage,A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,5597,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,4931,Warehousing and Storage,A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,635,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,4931,Warehousing and Storage,A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,4207,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,4931,Warehousing and Storage,A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,97,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,1538,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,70,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,1136,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,61,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,313,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,5,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,3162,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,159,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,2005,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,119,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,570,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,15,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5415,Computer Systems Design and Related Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,73294,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5415,Computer Systems Design and Related Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,3771,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5415,Computer Systems Design and Related Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,44248,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5415,Computer Systems Design and Related Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,2855,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5415,Computer Systems Design and Related Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,15272,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5415,Computer Systems Design and Related Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,404,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5416,"Management, Scientific, and Technical Consulting Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,42202,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5416,"Management, Scientific, and Technical Consulting Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,2597,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5416,"Management, Scientific, and Technical Consulting Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,27299,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5416,"Management, Scientific, and Technical Consulting Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A1,White Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,2067,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5416,"Management, Scientific, and Technical Consulting Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,9191,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5416,"Management, Scientific, and Technical Consulting Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A2,Black or African American Alone,A2,Hispanic or Latino,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,246,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,24,Maryland,4,5417,Scientific Research and Development Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,38620,1
